ID	Prod1	Prod2	Prod3	Prod4	Prod5	Prod6	Prod7	Prod8	Prod9	Prod10
4405	72	68	35	26	3	90	13	3	0	14
4406	0	70	34	29	14	5	11	43	46	9
4407	0	66	35	29	13	1	14	28	41	17
4408	0	73	34	27	19	0	1	36	58	30
4409	72	62	33	27	12	81	12	5	1	3
4410	71	92	35	28	9	82	11	3	2	17
4411	23	68	32	28	13	40	59	9	7	52
4412	75	62	34	26	6	83	14	2	0	5
4413	72	92	36	28	5	88	17	1	1	14
4414	73	85	37	29	12	84	12	3	2	7
4415	0	61	36	29	4	5	1	26	34	22
4416	73	52	36	26	19	82	11	3	2	6
4417	74	98	32	28	13	84	20	5	0	2
4418	74	94	33	26	18	87	12	4	2	12
4419	0	79	33	28	2	0	14	36	47	5
4420	23	54	31	28	11	33	64	12	4	60
4421	72	85	35	27	18	81	20	4	1	10
4422	21	99	33	28	10	36	55	13	1	52
4423	22	95	35	27	20	36	58	17	6	46
4424	73	91	34	27	12	89	16	2	1	12
4425	21	85	33	30	8	37	65	18	8	60
4426	71	51	37	26	5	89	17	2	1	13
4427	0	56	36	29	16	3	3	42	49	10
4428	23	99	37	28	8	35	54	13	1	50
4429	73	69	37	28	5	90	13	3	2	16
4430	75	75	32	29	7	89	18	2	0	20
4431	22	57	35	29	8	33	56	11	3	49
4432	0	90	32	30	19	5	12	46	33	13
4433	74	85	33	26	20	84	19	2	1	6
4434	22	69	31	28	18	35	52	11	1	53
4435	23	91	31	30	19	33	58	19	9	49
4436	0	93	31	28	8	3	6	23	42	22
4437	75	77	36	30	17	81	18	4	2	5
4438	71	56	32	27	19	85	19	1	0	11
4439	73	97	33	28	11	88	15	1	0	10
4440	21	68	33	26	8	31	53	10	9	59
4441	23	68	31	26	5	31	54	15	4	56
4442	75	62	35	30	9	83	20	4	1	4
4443	21	81	34	29	9	37	61	11	1	59
4444	74	70	37	28	16	89	12	4	1	19
4445	75	60	36	29	20	90	11	4	1	11
4446	72	67	37	26	14	88	11	4	2	15
4447	23	71	32	27	1	39	55	9	4	54
4448	22	64	35	26	14	37	59	9	5	51
4449	23	84	33	26	1	35	52	11	3	52
4450	71	54	37	26	16	88	17	2	0	18
4451	72	78	33	30	8	83	15	2	1	12
4452	21	66	34	27	3	31	54	7	3	56
4453	73	62	35	29	19	82	11	5	2	8
4454	72	69	36	27	6	82	20	5	2	10
4455	75	72	35	30	5	83	11	1	2	3
4456	2	51	31	30	4	0	10	32	42	10
4457	74	70	31	27	9	87	12	1	2	2
4458	71	64	31	27	9	90	14	3	0	12
4459	73	90	36	30	14	86	19	1	1	13
4460	72	80	32	26	12	85	14	4	1	7
4461	75	75	33	29	14	84	14	1	2	7
4462	23	80	33	29	1	31	55	14	8	48
4463	71	100	33	26	16	82	12	1	2	20
4464	73	54	34	26	4	81	14	5	1	15
4465	74	93	32	26	18	82	15	5	2	15
4466	21	98	34	29	14	32	63	19	7	54
4467	74	53	37	28	9	83	14	1	2	5
4468	23	59	37	28	16	39	52	11	6	53
4469	71	83	33	30	4	84	12	3	1	8
4470	21	74	36	30	15	31	53	11	4	47
4471	72	72	37	26	6	86	13	4	2	3
4472	72	94	32	29	14	85	18	4	0	13
4473	75	91	36	28	7	87	15	4	2	1
4474	23	98	33	27	2	39	62	16	2	57
4475	0	88	35	30	3	0	5	41	41	9
4476	1	83	36	29	18	5	1	23	58	10
4477	0	91	31	30	13	4	11	21	39	18
4478	21	97	35	30	7	33	62	9	1	56
4479	22	79	33	29	19	31	61	15	8	47
4480	21	96	35	30	15	35	63	13	9	54
4481	73	83	36	28	6	85	15	5	0	14
4482	72	72	36	29	16	83	19	3	1	10
4483	74	97	36	29	12	82	11	2	1	11
4484	21	64	35	26	17	39	65	12	1	48
4485	21	73	33	27	5	37	60	19	3	53
4486	75	65	37	30	1	88	15	4	1	18
4487	21	87	31	29	20	32	61	13	9	55
4488	74	69	32	30	9	90	15	5	2	6
4489	72	77	35	29	13	86	16	1	2	1
4490	73	96	36	28	16	82	15	5	2	20
4491	72	63	36	29	15	84	14	3	2	14
4492	22	66	35	29	11	37	58	18	4	57
4493	71	62	36	26	2	84	19	5	2	20
4494	0	75	31	30	5	0	11	35	45	20
4495	73	59	37	29	10	86	11	5	0	14
4496	22	79	32	28	5	32	61	6	9	58
4497	72	99	35	30	13	86	15	5	1	1
4498	22	62	37	28	11	40	62	20	8	48
4499	74	71	34	26	14	81	12	3	2	2
4500	21	76	35	27	7	36	65	18	8	57
4501	22	71	33	27	10	38	59	13	3	47
4502	22	87	34	27	20	38	60	16	1	48
4503	1	84	36	26	2	0	6	40	34	14
4504	71	54	37	27	17	87	18	4	0	5
4505	72	77	34	28	13	81	12	1	2	16
4506	23	98	34	28	20	37	64	8	7	54
4507	71	87	33	30	17	85	14	1	2	17
4508	73	66	36	29	11	87	19	5	1	20
4509	75	51	37	27	6	87	20	1	1	15
4510	22	99	34	30	19	32	54	16	3	54
4511	72	52	35	27	1	83	11	4	1	7
4512	21	51	32	29	13	33	65	17	9	57
4513	22	85	34	28	6	38	61	20	9	60
4514	73	51	32	26	6	84	11	3	1	8
4515	72	57	37	27	15	85	12	2	2	8
4516	71	73	35	27	5	90	12	5	2	10
4517	22	54	32	30	15	32	57	19	8	47
4518	75	62	36	27	2	85	12	1	1	2
4519	71	78	33	30	15	90	17	2	1	18
4520	74	89	31	26	11	89	20	5	2	11
4521	72	62	32	28	4	88	11	5	2	17
4522	21	85	32	27	5	34	61	11	10	54
4523	21	90	36	30	6	35	60	18	9	47
4524	71	75	37	29	16	90	14	5	1	14
4525	72	66	32	28	19	85	13	1	1	10
4526	73	54	35	26	1	82	18	1	1	12
4527	23	56	37	28	14	38	55	12	9	60
4528	23	89	37	29	1	39	51	13	7	55
4529	74	89	33	28	5	82	11	1	2	11
4530	71	51	37	29	13	86	13	1	2	8
4531	21	51	34	27	14	39	65	20	2	50
4532	71	82	33	30	15	89	19	4	0	1
4533	73	98	34	26	20	81	14	4	0	1
4534	75	52	34	28	3	82	13	1	0	8
4535	73	67	33	27	15	89	13	4	2	17
4536	21	81	36	29	20	39	63	17	6	51
4537	75	56	34	30	2	85	14	1	2	18
4538	74	72	35	29	7	83	18	5	0	7
4539	74	93	36	30	17	87	17	2	1	13
4540	22	73	37	28	1	39	62	15	3	52
4541	71	92	34	30	15	89	13	3	1	1
4542	23	79	35	28	18	38	54	10	10	58
4543	71	88	31	29	8	84	17	2	2	2
4544	71	89	33	30	6	83	16	4	2	13
4545	73	62	34	26	9	81	12	2	2	1
4546	74	85	33	29	5	82	18	2	0	5
4547	72	90	33	28	15	82	18	3	0	10
4548	1	54	35	26	2	4	7	40	33	25
4549	22	96	37	30	19	33	60	13	9	49
4550	22	68	32	27	8	39	61	15	4	58
4551	23	85	33	28	14	40	59	6	4	54
4552	23	84	31	26	20	40	54	6	8	48
4553	22	76	37	27	6	31	59	6	3	54
4554	22	80	33	28	8	35	53	8	6	55
4555	2	51	35	30	12	5	2	37	58	2
4556	73	79	35	27	16	85	13	4	1	2
4557	73	76	36	26	12	87	13	5	2	16
4558	73	52	33	30	19	86	13	2	1	5
4559	71	99	34	29	2	81	19	5	2	13
4560	75	86	36	30	1	85	11	5	0	20
4561	0	70	36	27	19	3	7	32	33	1
4562	21	87	31	26	1	37	60	17	7	55
4563	72	86	35	29	1	85	11	1	0	4
4564	71	54	36	30	5	86	20	1	1	3
4565	22	77	32	30	8	34	57	19	1	60
4566	72	98	35	29	2	84	11	3	1	3
4567	74	53	35	27	9	88	11	3	1	2
4568	71	61	31	27	17	87	19	5	0	16
4569	73	98	32	28	12	85	15	3	2	20
4570	23	82	35	27	18	33	65	20	2	51
4571	0	52	35	29	15	0	11	40	57	28
4572	75	80	35	28	10	89	12	2	1	14
4573	23	88	37	26	15	34	60	16	9	54
4574	22	64	36	30	7	32	60	10	5	57
4575	72	91	36	28	14	83	20	4	1	5
4576	22	74	33	28	16	40	65	8	2	52
4577	71	70	37	28	8	83	12	4	0	19
4578	73	63	31	28	7	84	11	5	1	20
4579	71	84	31	26	13	87	19	4	2	10
4580	21	97	37	27	5	39	55	12	2	50
4581	21	57	34	27	8	33	63	18	5	50
4582	21	100	32	26	8	35	52	20	1	50
4583	21	83	35	28	1	33	52	18	3	50
4584	22	86	37	28	4	36	63	13	4	60
4585	71	90	37	26	11	89	12	3	1	7
4586	73	82	31	27	14	86	18	5	2	3
4587	73	86	33	27	11	86	13	5	1	8
4588	73	83	35	28	2	84	17	5	2	14
4589	23	85	33	27	14	39	60	16	3	54
4590	74	73	31	26	13	86	18	1	0	6
4591	75	100	37	28	15	89	14	4	1	9
4592	71	62	36	30	14	81	14	4	0	16
4593	71	80	36	28	11	84	14	1	2	18
4594	21	81	32	29	12	33	61	11	9	53
4595	71	100	36	27	6	89	15	4	2	12
4596	23	96	37	26	4	36	64	13	10	58
4597	75	84	37	26	1	81	19	2	0	7
4598	23	74	34	29	2	35	55	20	10	47
4599	73	61	37	29	20	81	13	4	2	4
4600	21	62	35	30	19	39	62	19	9	56
4601	71	88	35	30	16	85	13	2	0	9
4602	0	90	33	28	11	5	8	35	33	16
4603	75	52	34	27	16	83	17	1	1	7
4604	73	58	32	27	15	87	15	1	0	1
4605	74	84	31	26	6	83	14	4	0	8
4606	0	63	34	30	14	3	10	50	58	29
4607	73	81	35	26	1	86	16	2	0	3
4608	71	87	31	26	18	88	17	3	0	11
4609	21	60	33	27	11	36	52	6	1	53
4610	75	81	31	29	13	84	17	5	2	1
4611	73	76	37	30	16	81	17	5	0	19
4612	21	85	35	28	13	35	63	10	8	55
4613	22	67	36	30	17	40	52	13	4	52
4614	72	94	37	27	17	83	19	4	1	12
4615	74	65	32	28	13	82	19	4	1	9
4616	75	85	37	29	15	87	14	2	1	12
4617	71	75	31	28	20	83	15	4	0	12
4618	22	59	36	26	13	32	61	9	4	56
4619	2	68	36	30	3	5	15	32	54	2
4620	75	60	37	30	9	82	11	2	0	8
4621	0	67	35	30	8	5	11	49	36	2
4622	73	79	36	30	13	87	16	4	0	5
4623	73	54	32	28	2	81	12	4	1	14
4624	75	65	33	26	16	81	13	3	2	9
4625	75	54	34	28	11	86	17	5	2	20
4626	74	89	35	27	2	90	17	3	0	8
4627	72	66	37	29	15	81	16	4	1	17
4628	73	57	37	28	1	84	12	1	2	15
4629	23	51	35	26	7	31	63	9	5	57
4630	23	63	37	27	16	32	58	16	4	49
4631	23	74	36	26	14	36	57	15	2	56
4632	72	55	31	30	7	85	11	1	0	1
4633	22	76	36	27	14	36	59	8	2	50
4634	22	92	37	27	15	32	62	6	6	55
4635	74	64	36	27	8	81	12	1	0	10
4636	75	61	34	26	2	86	13	4	1	17
4637	75	84	36	29	3	86	20	5	0	17
4638	73	64	33	27	2	90	14	5	1	5
4639	1	68	33	29	11	0	1	26	40	16
4640	75	67	33	27	14	87	20	2	0	6
4641	73	88	36	29	5	83	12	4	0	11
4642	1	83	37	30	4	4	15	30	39	18
4643	2	67	36	28	13	4	11	48	57	23
4644	75	93	32	26	5	86	13	2	2	6
4645	72	53	37	29	18	84	12	5	2	13
4646	22	77	36	26	11	40	60	7	10	57
4647	75	99	34	26	14	83	19	4	0	5
4648	75	71	33	27	14	84	20	2	0	4
4649	23	63	36	26	7	34	58	13	8	58
4650	72	63	31	29	9	83	18	4	0	4
4651	22	93	34	28	11	40	56	20	1	55
4652	0	52	37	27	6	1	1	41	38	16
4653	75	74	31	26	14	88	13	2	0	1
4654	21	79	35	26	12	39	56	19	4	54
4655	1	61	32	26	19	5	13	21	47	12
4656	73	85	34	28	18	90	20	5	2	7
4657	73	64	33	30	18	86	18	2	0	3
4658	22	52	35	26	17	37	56	8	4	57
4659	73	66	32	30	6	81	15	4	1	16
4660	22	64	33	28	5	38	60	14	5	47
4661	22	59	31	26	4	40	51	12	3	51
4662	74	94	33	30	19	82	15	5	1	7
4663	22	76	36	26	9	38	58	17	6	54
4664	74	66	36	30	3	90	16	4	0	14
4665	23	54	37	26	5	34	59	8	7	48
4666	75	65	37	26	5	89	11	5	1	12
4667	21	94	34	30	10	37	55	7	4	47
4668	21	63	32	30	14	35	51	14	8	60
4669	71	75	32	30	9	88	13	5	0	19
4670	74	89	34	28	2	90	15	3	0	6
4671	74	98	32	28	10	85	12	1	2	13
4672	75	86	31	29	1	90	14	1	0	16
4673	75	78	32	30	5	90	20	2	0	7
4674	22	56	34	29	11	34	51	11	10	48
4675	72	81	37	26	20	85	19	5	2	13
4676	72	64	34	29	9	81	18	5	0	4
4677	75	100	35	28	13	84	12	2	2	5
4678	2	67	34	30	14	1	2	49	35	8
4679	73	80	36	28	14	83	13	3	0	15
4680	2	92	34	28	10	0	1	35	54	9
4681	72	70	35	28	6	81	18	1	0	1
4682	21	80	36	26	14	38	53	9	4	56
4683	72	69	35	27	4	86	19	2	0	15
4684	0	72	31	28	9	0	5	33	58	14
4685	23	54	34	30	18	37	62	8	4	56
4686	75	89	35	30	10	83	20	1	2	7
4687	21	65	36	26	13	39	51	15	7	57
4688	71	56	32	29	8	82	18	2	0	7
4689	21	67	34	30	11	35	58	11	1	53
4690	74	95	36	29	7	83	11	5	0	1
4691	74	82	32	26	20	82	15	2	1	2
4692	23	98	34	26	10	37	53	10	5	57
4693	72	57	31	26	12	87	11	3	1	2
4694	73	67	34	27	1	81	11	3	0	19
4695	23	69	34	30	17	38	61	15	5	55
4696	72	61	35	28	14	86	14	1	2	2
4697	22	58	32	29	12	39	63	8	7	60
4698	22	99	32	27	6	40	58	17	2	59
4699	0	72	35	30	6	0	11	40	31	27
4700	75	96	36	27	6	81	18	3	0	3
4701	22	56	37	28	12	36	61	11	8	55
4702	72	68	34	27	11	85	17	5	2	11
4703	22	54	35	27	8	40	64	19	10	57
4704	23	63	33	27	16	35	53	17	4	55
4705	71	88	33	26	20	81	12	1	1	1
4706	74	55	32	30	4	89	14	1	1	17
4707	22	68	34	26	11	36	61	16	10	49
4708	72	67	36	26	15	87	15	5	2	9
4709	72	58	32	26	15	82	11	4	2	17
4710	21	95	36	30	8	39	54	11	2	57
4711	75	73	33	28	15	81	17	5	0	16
4712	72	91	32	30	10	81	17	3	2	8
4713	74	96	35	28	1	83	12	5	1	11
4714	21	96	33	27	9	36	59	16	3	51
4715	71	60	32	27	8	81	11	3	1	10
4716	75	56	36	29	6	83	11	4	0	12
4717	21	61	34	29	2	38	53	7	9	47
4718	21	75	32	29	4	31	54	18	5	54
4719	74	79	36	28	20	81	16	1	0	3
4720	73	71	36	29	14	88	19	2	2	3
4721	75	78	31	27	8	81	11	2	1	7
4722	22	61	36	28	20	38	55	9	2	46
4723	74	62	33	26	13	86	18	5	0	19
4724	1	67	31	29	9	4	8	45	58	4
4725	71	70	37	26	8	89	11	5	1	2
4726	73	51	32	30	4	81	15	1	2	7
4727	22	52	31	27	11	31	56	13	2	60
4728	22	80	34	29	3	34	54	20	6	52
4729	75	75	31	26	11	86	15	5	1	3
4730	23	64	33	28	20	37	62	6	8	46
4731	73	79	32	26	3	83	20	4	2	6
4732	1	87	32	27	7	0	7	49	52	15
4733	21	79	36	26	3	32	65	9	3	52
4734	75	59	34	28	8	87	11	5	2	18
4735	21	82	36	27	17	40	58	19	7	49
4736	0	69	33	26	16	2	13	50	52	13
4737	72	85	35	28	19	83	17	4	0	15
4738	22	64	37	28	10	35	56	9	3	53
4739	21	100	33	26	13	34	62	6	5	53
4740	23	95	33	28	5	38	61	8	8	52
4741	74	80	36	26	13	90	12	2	2	8
4742	74	86	33	28	4	87	11	2	2	14
4743	75	67	33	27	5	86	11	5	0	18
4744	71	68	31	29	4	89	15	4	2	2
4745	73	88	32	26	19	81	13	5	1	8
4746	75	73	33	30	8	89	18	1	1	3
4747	73	98	36	29	15	84	18	2	1	14
4748	21	68	35	28	13	39	52	18	5	55
4749	73	67	33	28	20	89	19	4	2	6
4750	71	63	37	27	11	89	13	4	1	13
4751	0	79	37	26	1	0	8	29	32	13
4752	2	51	37	30	9	4	4	27	58	11
4753	75	65	37	26	10	81	19	1	1	14
4754	2	62	37	29	2	1	6	44	40	20
4755	73	57	31	27	2	83	20	2	1	2
4756	23	57	36	27	17	38	61	16	9	48
4757	75	93	31	27	19	85	18	1	2	4
4758	71	61	35	28	19	85	19	4	0	5
4759	23	81	37	29	15	39	60	8	7	55
4760	73	87	36	30	8	83	16	3	2	8
4761	71	55	33	29	4	86	16	4	1	8
4762	74	54	33	26	10	86	18	5	1	14
4763	1	92	34	28	8	5	3	43	32	17
4764	23	64	32	26	12	32	59	12	5	52
4765	23	86	31	28	15	32	58	8	7	60
4766	0	71	32	26	17	3	8	35	36	30
4767	21	84	36	30	2	33	61	16	8	54
4768	1	92	32	29	19	5	11	45	35	7
4769	74	82	36	29	18	89	13	5	2	2
4770	23	73	36	26	5	33	62	10	1	58
4771	1	97	31	30	17	4	14	26	40	2
4772	72	52	35	27	2	90	18	4	0	8
4773	73	91	35	27	16	87	20	1	1	9
4774	22	77	34	26	15	33	57	17	6	52
4775	73	54	37	30	17	83	15	1	2	10
4776	23	54	35	26	5	38	61	17	9	55
4777	72	62	37	26	16	84	19	4	0	20
4778	23	78	37	27	19	35	65	19	1	60
4779	72	95	37	27	6	85	17	5	2	19
4780	73	76	37	26	13	84	11	1	2	8
4781	21	99	34	27	15	38	52	7	1	52
4782	75	64	34	28	16	83	20	2	0	3
4783	71	88	36	30	20	87	20	4	2	4
4784	21	84	37	28	10	39	63	12	4	49
4785	74	100	31	27	18	84	17	3	0	2
4786	72	52	34	28	12	87	13	5	1	10
4787	23	82	37	26	14	34	51	19	5	59
4788	72	72	33	29	6	85	15	3	0	12
4789	1	66	32	29	8	3	12	32	45	30
4790	22	93	31	30	12	36	65	7	7	52
4791	71	84	32	27	6	87	19	3	0	16
4792	75	62	35	26	11	85	15	4	2	12
4793	23	67	37	28	7	37	56	19	6	55
4794	72	93	34	26	14	85	15	5	0	11
4795	22	96	37	29	15	40	60	16	7	46
4796	23	60	34	27	20	34	63	13	8	52
4797	21	87	37	27	20	38	57	15	8	60
4798	71	88	33	29	10	81	20	2	0	17
4799	73	72	37	27	14	87	17	3	1	19
4800	73	72	37	29	13	84	11	5	1	13
4801	71	90	35	28	18	90	17	1	0	2
4802	75	65	37	28	10	89	20	1	0	11
4803	72	86	37	29	12	87	20	5	2	8
4804	22	90	31	28	6	37	63	8	7	55
4805	2	87	36	29	14	5	9	42	42	28
4806	21	59	35	26	6	37	63	11	1	52
4807	73	86	36	28	8	87	19	1	2	15
4808	74	95	33	28	8	81	18	1	1	11
4809	74	56	36	30	16	82	16	1	1	14
4810	21	84	33	26	15	35	64	11	8	51
4811	73	66	36	29	4	84	12	3	0	17
4812	23	77	34	27	7	31	54	9	6	46
4813	21	93	35	29	1	37	56	7	7	56
4814	22	91	36	30	5	37	51	15	1	46
4815	71	67	36	30	2	87	14	2	2	10
4816	74	55	32	26	18	88	16	2	0	1
4817	74	79	36	27	13	85	11	3	1	2
4818	71	63	37	28	15	82	16	5	1	6
4819	23	51	37	30	10	35	52	10	9	50
4820	23	63	36	28	3	40	52	15	10	59
4821	74	66	31	27	8	89	17	5	2	14
4822	2	74	32	26	12	2	8	39	57	13
4823	72	73	35	28	8	82	13	2	1	14
4824	73	56	36	30	16	82	16	3	2	20
4825	71	60	31	29	17	81	16	3	0	8
4826	73	65	32	26	19	90	16	2	2	4
4827	72	100	33	29	15	90	18	4	0	15
4828	23	73	36	27	3	31	56	19	2	60
4829	74	90	36	27	20	84	20	5	1	5
4830	74	52	32	28	14	90	14	3	0	6
4831	72	99	33	30	8	82	13	2	0	11
4832	72	78	36	26	6	83	11	5	0	18
4833	0	70	32	29	6	0	13	31	35	8
4834	71	52	36	29	6	85	11	5	2	2
4835	72	52	36	27	4	82	11	4	1	18
4836	1	93	32	29	18	0	9	34	52	11
4837	22	93	35	30	19	36	57	12	9	46
4838	73	84	35	26	4	87	11	2	0	6
4839	75	97	31	30	18	84	16	1	0	2
4840	72	98	33	29	6	84	17	3	0	9
4841	2	71	32	29	9	2	1	38	43	18
4842	74	74	36	28	5	85	15	4	0	20
4843	23	71	36	29	11	32	65	16	5	46
4844	74	65	32	29	2	83	14	4	2	7
4845	72	56	35	26	12	89	15	3	2	8
4846	71	100	35	29	3	83	16	4	0	4
4847	71	54	31	29	7	86	14	1	1	11
4848	71	53	32	27	19	83	15	5	1	12
4849	75	75	36	26	20	86	16	1	1	14
4850	22	55	33	27	3	34	61	8	8	56
4851	72	72	35	26	18	85	13	1	1	19
4852	71	89	31	28	5	90	17	5	1	11
4853	21	61	36	27	9	38	57	11	8	48
4854	1	58	37	30	12	2	13	30	41	9
4855	71	79	34	26	20	83	20	5	0	19
4856	22	84	36	27	5	38	61	16	4	58
4857	22	76	32	29	17	32	55	16	4	59
4858	22	70	33	27	10	36	62	14	8	48
4859	23	94	35	26	4	40	64	7	7	47
4860	0	92	34	27	1	4	5	34	45	4
4861	75	58	36	30	10	83	11	1	2	15
4862	75	96	34	30	1	85	13	2	0	3
4863	23	53	34	30	20	32	63	16	2	49
4864	75	80	32	30	2	86	16	4	1	2
4865	72	54	32	30	10	84	14	2	0	8
4866	74	72	32	27	6	90	20	4	1	15
4867	73	55	35	30	5	81	18	1	1	10
4868	71	60	34	27	19	88	18	1	2	15
4869	73	73	31	26	20	87	18	3	0	2
4870	21	77	36	29	7	36	51	20	1	54
4871	72	81	37	26	14	84	18	4	1	11
4872	75	61	31	28	13	83	18	1	0	5
4873	72	92	34	27	19	81	12	2	1	12
4874	74	96	34	29	1	87	19	2	1	18
4875	73	78	37	27	7	82	15	3	0	8
4876	21	56	31	30	18	38	51	6	8	51
4877	22	97	37	26	4	37	53	9	2	51
4878	0	78	37	29	8	2	13	48	41	29
4879	1	91	33	30	3	0	2	30	48	22
4880	71	94	31	30	13	90	15	5	2	12
4881	0	67	36	29	15	2	5	24	53	29
4882	73	57	37	26	13	82	17	4	2	5
4883	2	94	33	29	5	2	6	35	50	26
4884	74	97	31	28	3	86	11	3	0	15
4885	72	84	32	26	12	82	15	2	1	15
4886	72	66	36	29	5	84	11	5	0	10
4887	71	61	31	30	12	89	18	5	1	16
4888	22	55	33	26	14	40	65	6	5	50
4889	72	51	31	28	8	81	19	5	0	4
4890	75	95	36	27	2	89	12	2	2	13
4891	74	58	37	27	6	82	19	4	0	13
4892	71	67	36	26	19	86	13	3	0	6
4893	72	86	37	29	20	88	18	3	2	9
4894	22	86	31	26	3	35	57	13	6	48
4895	74	100	37	26	2	90	11	2	2	15
4896	21	72	33	29	8	33	51	19	4	55
4897	74	52	35	28	20	82	15	5	2	4
4898	22	84	31	27	12	37	53	17	9	57
4899	74	77	33	29	7	88	16	5	1	4
4900	71	93	36	30	20	86	19	3	1	19
4901	23	72	37	29	11	39	63	13	2	58
4902	22	75	34	28	18	39	62	13	1	58
4903	0	72	31	27	2	4	12	28	51	4
4904	73	86	36	29	11	90	17	1	1	18
4905	23	97	34	29	2	33	56	6	7	59
4906	74	79	35	28	6	87	18	4	0	19
4907	74	98	33	27	17	85	13	1	2	2
4908	72	89	36	28	19	82	13	2	1	10
4909	75	81	33	29	18	89	13	2	1	7
4910	71	92	34	29	10	81	14	4	2	2
4911	73	54	32	30	11	85	17	4	2	20
4912	75	83	31	28	11	82	17	4	1	5
4913	74	72	34	29	13	88	19	3	2	5
4914	71	63	32	30	15	87	19	1	1	20
4915	22	86	33	28	11	35	58	17	6	46
4916	22	79	31	29	10	39	56	10	9	60
4917	73	56	34	26	13	88	19	4	1	4
4918	23	75	32	28	3	40	52	16	10	58
4919	23	64	36	26	11	31	61	11	8	46
4920	22	72	36	29	12	37	59	14	10	50
4921	75	60	33	30	9	87	14	5	2	6
4922	75	92	31	30	20	88	17	5	1	17
4923	21	91	33	28	20	36	64	16	9	58
4924	22	94	34	29	13	33	62	6	8	46
4925	72	70	33	27	2	82	12	5	1	15
4926	71	81	37	29	7	81	18	1	1	11
4927	71	57	37	29	14	85	14	5	2	14
4928	21	87	37	30	14	39	53	18	1	52
4929	22	96	35	28	9	36	58	14	2	48
4930	73	86	31	30	19	84	15	5	1	19
4931	23	68	37	28	4	36	61	13	5	56
4932	0	97	36	26	19	5	7	23	46	30
4933	73	87	31	28	7	86	20	5	1	10
4934	73	95	36	29	18	89	12	3	1	13
4935	71	53	33	29	14	81	13	4	0	14
4936	22	63	31	27	3	38	51	14	2	48
4937	74	61	32	30	13	89	15	3	2	14
4938	75	53	34	29	4	88	20	2	1	4
4939	71	81	32	28	14	82	16	5	2	9
4940	1	80	31	30	19	5	2	44	36	30
4941	71	83	35	26	11	81	11	3	1	20
4942	75	58	37	28	17	81	12	2	0	10
4943	23	82	37	30	1	35	64	18	4	60
4944	74	96	34	28	14	90	20	1	0	15
4945	1	74	33	26	6	4	11	28	55	27
4946	75	69	34	27	14	90	18	5	1	4
4947	21	54	33	29	14	36	58	13	6	52
4948	22	69	31	29	13	35	58	8	7	52
4949	23	99	34	29	7	39	52	20	3	58
4950	72	63	37	29	12	83	11	3	1	12
4951	22	86	33	30	11	32	53	9	6	46
4952	1	80	37	27	14	5	2	39	60	30
4953	0	80	34	27	8	0	15	41	46	15
4954	75	89	34	28	11	87	11	1	2	4
4955	75	70	31	27	15	86	12	5	0	17
4956	22	58	32	27	9	32	57	8	1	54
4957	71	64	32	30	3	84	11	3	1	12
4958	21	95	33	30	4	35	58	18	6	55
4959	73	70	36	28	20	86	15	2	2	15
4960	74	82	34	28	15	86	18	4	1	5
4961	72	89	37	29	10	84	19	1	2	9
4962	75	73	34	29	7	90	16	1	1	16
4963	72	75	34	27	3	84	13	4	1	11
4964	0	67	35	29	10	3	9	22	51	2
4965	73	89	33	28	1	89	11	3	1	19
4966	74	76	33	28	12	85	16	5	2	6
4967	22	66	31	26	8	34	53	20	8	50
4968	23	61	33	29	7	32	56	16	7	52
4969	71	57	35	28	9	84	11	4	0	2
4970	22	64	37	27	18	32	59	17	9	50
4971	23	62	37	29	17	39	65	16	3	51
4972	74	76	33	29	2	87	14	2	1	1
4973	21	84	33	27	9	37	65	9	1	53
4974	72	51	35	27	2	84	16	4	1	16
4975	1	55	32	27	7	2	5	40	55	2
4976	72	58	36	28	13	90	12	2	1	2
4977	74	61	34	27	7	83	17	2	2	3
4978	21	99	31	27	6	35	60	17	7	56
4979	72	76	31	26	9	86	20	3	0	6
4980	22	79	33	26	1	33	55	12	4	54
4981	2	89	37	28	16	5	11	29	41	28
4982	72	54	32	27	11	90	18	5	0	1
4983	75	66	34	27	8	90	19	2	2	2
4984	21	92	33	27	11	35	63	18	9	48
4985	71	52	31	27	19	87	13	4	1	13
4986	75	63	37	30	15	87	12	5	0	9
4987	74	78	37	27	4	84	13	3	1	17
4988	72	89	31	30	7	86	14	4	0	10
4989	72	75	32	26	20	86	16	1	0	11
4990	21	52	33	30	17	33	58	14	2	50
4991	74	65	35	29	14	90	14	2	0	3
4992	74	89	37	29	7	89	15	3	0	18
4993	23	94	32	26	19	31	58	20	5	57
4994	23	67	37	28	2	36	57	19	1	49
4995	23	96	31	30	10	35	57	10	8	52
4996	73	53	32	26	18	85	11	5	2	15
4997	71	94	34	30	12	83	15	2	2	10
4998	22	61	34	26	14	40	65	18	9	47
4999	72	62	35	29	15	89	12	1	1	8
5000	72	100	35	29	3	88	20	1	0	1
5001	22	69	31	26	9	32	62	8	3	49
5002	71	74	33	28	9	85	20	3	0	17
5003	72	98	32	30	20	86	16	1	0	5
5004	0	79	34	29	9	5	3	33	52	9
5005	74	70	37	29	6	87	12	2	1	10
5006	21	86	37	26	14	34	53	11	7	49
5007	74	91	35	26	18	88	19	3	1	5
5008	73	57	31	27	17	84	19	2	2	12
5009	23	89	34	29	2	33	58	20	10	47
5010	72	68	34	29	15	82	14	2	1	14
